name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986,03/31/1986,12/31/1985,09/30/1985
OperatingIncome,"9,775,000,000","2,037,000,000","2,679,000,000","971,000,000","4,088,000,000","-653,000,000","4,012,000,000","-526,000,000","1,366,000,000","1,911,000,000","2,107,000,000","2,471,000,000","3,557,000,000","10,095,000,000","864,000,000","586,000,000","3,459,000,000","3,251,000,000","3,244,000,000","3,748,000,000","3,674,000,000","707,000,000","2,962,000,000","4,476,000,000","2,815,000,000","2,340,000,000","2,208,000,000","2,230,000,000","869,000,000","281,000,000","492,000,000","1,901,000,000","766,000,000","525,000,000","1,702,000,000","1,438,000,000","1,774,000,000","-1,597,000,000","2,720,000,000","2,483,000,000","2,705,000,000","1,773,000,000","2,564,000,000","3,346,000,000","3,604,000,000","2,148,000,000","3,006,000,000","4,233,000,000","3,379,000,000","2,427,000,000","2,640,000,000","159,000,000","-1,013,000,000","-1,917,000,000","2,472,000,000","-5,788,000,000","2,634,000,000","323,000,000","2,936,000,000","2,987,000,000","2,273,000,000","-3,468,000,000","-5,037,000,000","1,106,000,000","-1,919,000,000","1,306,000,000","1,159,000,000","1,725,000,000","3,303,000,000","779,000,000","2,179,000,000","3,206,000,000","2,025,000,000","704,000,000","1,948,000,000","2,339,000,000","803,000,000","10,163,000,000","-742,000,000","3,022,000,000","-89,000,000","-15,622,000,000","1,829,000,000","-1,432,000,000","4,483,000,000","1,586,000,000","3,881,000,000","4,488,000,000","5,178,000,000","3,119,000,000","3,723,000,000","5,395,000,000","4,794,000,000","1,913,000,000","3,196,000,000","5,298,000,000","4,986,000,000","5,475,000,000","4,173,000,000","5,762,000,000","4,871,000,000","2,857,000,000","3,485,000,000","5,043,000,000","3,548,000,000","1,177,000,000","3,169,000,000","4,967,000,000","5,107,000,000","3,191,000,000","3,650,000,000","4,534,000,000","3,820,000,000","2,664,000,000","2,106,000,000","3,042,000,000","2,790,000,000","-82,600,000","1,444,800,000","3,003,300,000","2,755,600,000","1,351,700,000","1,576,000,000","1,869,300,000","1,187,100,000","-118,200,000","2,995,100,000","4,042,400,000","3,660,800,000","-58,020,900,000","20,242,300,000","25,889,700,000","25,869,000,000","-47,411,700,000","17,728,700,000","22,388,800,000","20,741,700,000","-46,684,300,000","15,246,800,000","19,496,100,000","18,142,600,000","-42,396,900,000","14,365,800,000","17,302,500,000","14,785,100,000","-35,948,100,000","11,630,000,000"
NetNonOperatingInterestIncomeExpense,"-6,794,000,000","-1,671,000,000","-1,713,000,000","-1,382,000,000","-2,028,000,000","-2,172,000,000","-2,073,000,000","-2,549,000,000","-3,012,000,000","-2,429,000,000","-2,447,000,000","-2,419,000,000","-2,417,000,000","-9,568,000,000","-179,000,000","-102,000,000","-2,480,000,000","-2,538,000,000","-2,435,000,000","-2,385,000,000","-2,418,000,000","-2,575,000,000","-2,363,000,000","-2,382,000,000","-124,000,000","-111,000,000","-128,000,000","-108,000,000","-114,000,000","-43,000,000","-127,000,000","-147,000,000","-127,000,000","-164,000,000","-154,000,000","-150,000,000","-148,000,000","2,314,000,000","-877,000,000","-839,000,000","-908,000,000","-1,168,000,000","-819,000,000","-969,000,000","-1,011,000,000","-1,507,000,000","-1,325,000,000","-1,509,000,000","-1,528,000,000","4,772,000,000","-1,617,000,000","-1,499,000,000","-1,823,000,000","-2,754,000,000","-2,626,000,000",,,"-2,228,000,000","-2,949,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"261,000,000","65,000,000","63,000,000","64,000,000","72,000,000","91,000,000","86,000,000","134,000,000","162,000,000","197,000,000","202,000,000","206,000,000","183,000,000","190,000,000","164,000,000","199,000,000","147,000,000","137,000,000","122,000,000","109,000,000","93,000,000","55,000,000","75,000,000","88,000,000","76,000,000","101,000,000","78,000,000","82,000,000","51,000,000","135,000,000","77,000,000","60,000,000","81,000,000","48,000,000","50,000,000","57,000,000","58,000,000","68,000,000","85,000,000","65,000,000","103,000,000","180,000,000","101,000,000","105,000,000","109,000,000","47,000,000","108,000,000","127,000,000","173,000,000","5,409,000,000","131,000,000","187,000,000","113,000,000",,,,,"489,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"7,055,000,000","1,736,000,000","1,776,000,000","1,446,000,000","2,100,000,000","2,263,000,000","2,159,000,000","2,683,000,000","3,174,000,000","2,626,000,000","2,649,000,000","2,625,000,000","2,600,000,000","9,758,000,000","343,000,000","301,000,000","2,627,000,000","2,675,000,000","2,557,000,000","2,494,000,000","2,511,000,000","2,630,000,000","2,438,000,000","2,470,000,000","200,000,000","212,000,000","206,000,000","190,000,000","165,000,000","178,000,000","204,000,000","207,000,000","208,000,000","212,000,000","204,000,000","207,000,000","206,000,000","-2,246,000,000","962,000,000","986,000,000","1,011,000,000","1,034,000,000","1,096,000,000","1,127,000,000","1,174,000,000","1,554,000,000","1,433,000,000","1,636,000,000","1,701,000,000","637,000,000","1,748,000,000","1,686,000,000","1,936,000,000","2,754,000,000","2,626,000,000",,,"2,717,000,000","2,949,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-82,000,000",,,"-176,000,000","-53,000,000","-54,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"14,799,000,000","10,852,000,000","919,000,000","1,146,000,000","1,882,000,000","-985,000,000","817,000,000","4,159,000,000","500,000,000","-1,918,000,000","321,000,000","153,000,000","470,000,000","-544,000,000","409,000,000","865,000,000","940,000,000","1,176,000,000","948,000,000","896,000,000","987,000,000","751,000,000","788,000,000","781,000,000","960,000,000","891,000,000","779,000,000","746,000,000","650,000,000","-294,000,000","656,000,000","364,000,000","620,000,000","607,000,000","543,000,000","531,000,000","497,000,000","1,124,000,000","403,000,000","-49,000,000","241,000,000","848,000,000","101,000,000","229,000,000","183,000,000","-361,000,000","206,000,000","123,000,000","284,000,000","-6,139,000,000","192,000,000","3,711,000,000","1,216,000,000","-479,000,000","-386,000,000","-638,000,000","136,000,000","-2,567,000,000","-143,000,000","139,000,000","72,000,000","-165,000,000","61,000,000","205,000,000","79,000,000","638,000,000","133,000,000","69,000,000","57,000,000","58,000,000","57,000,000","-98,000,000","56,000,000","26,000,000","-45,000,000","72,000,000","21,000,000","17,000,000","-17,000,000","-19,000,000","-61,000,000","-170,000,000","-346,000,000","-162,000,000","-178,000,000","-6,940,000,000","-61,000,000","29,000,000","-32,000,000","-6,101,000,000","15,000,000","348,000,000","390,000,000","8,508,000,000","345,000,000","336,000,000","312,000,000","-10,676,000,000","253,000,000","648,000,000","105,000,000","-9,017,000,000","355,000,000","244,000,000","132,000,000","-7,914,000,000","-19,000,000","235,000,000","-195,000,000","-6,485,000,000","210,000,000","205,000,000","-280,000,000","133,000,000","260,000,000","165,000,000","132,000,000","169,600,000","214,700,000","180,100,000","104,300,000","157,500,000","167,400,000","107,200,000","87,100,000","1,612,100,000","-386,500,000","-327,600,000","-370,200,000",,,,,,,,,,,,,,,,,,
	GainOnSaleOfSecurity,"9,159,000,000","8,260,000,000","-7,000,000","7,000,000","899,000,000","13,000,000","297,000,000","47,000,000","-32,000,000","65,000,000","199,000,000","-187,000,000","67,000,000","-21,000,000","-76,000,000","217,000,000","-5,000,000","-33,000,000","-14,000,000","-24,000,000","49,000,000","-61,000,000","-13,000,000","-7,000,000","72,000,000","-116,000,000","199,000,000","-16,000,000","-21,000,000","-23,000,000","6,000,000","38,000,000","-30,000,000","45,000,000","72,000,000","-3,000,000","76,000,000","672,000,000","182,000,000","-204,000,000","40,000,000","427,000,000","-40,000,000","58,000,000","-15,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,"695,000,000","81,000,000","152,000,000","217,000,000","245,000,000","13,000,000","61,000,000","3,440,000,000","-26,000,000","-90,000,000","28,000,000","86,000,000","28,000,000","-131,000,000","-46,000,000","60,000,000","282,000,000","279,000,000","312,000,000","272,000,000","346,000,000","397,000,000","402,000,000","545,000,000","541,000,000","605,000,000","314,000,000","504,000,000","437,000,000","-398,000,000","388,000,000","67,000,000","420,000,000","295,000,000","189,000,000","275,000,000","202,000,000","263,000,000","129,000,000","101,000,000","95,000,000","94,000,000","104,000,000","135,000,000","167,000,000","154,000,000","118,000,000","124,000,000","142,000,000","37,000,000","41,000,000","59,000,000","-127,000,000","54,000,000","13,000,000","-40,000,000","136,000,000","127,000,000","51,000,000","139,000,000","72,000,000","76,000,000","61,000,000","205,000,000","79,000,000","26,000,000","133,000,000","69,000,000","57,000,000","58,000,000","57,000,000","84,000,000","56,000,000","26,000,000","-45,000,000","72,000,000","21,000,000","17,000,000","-17,000,000","-19,000,000","-61,000,000","-170,000,000","-346,000,000","-162,000,000","-178,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-1,702,000,000",,,,,"0",,"-1,000,000",,"-1,000,000","-1,000,000","-53,000,000",,,,,,"0","0","0","0","38,000,000","38,000,000","41,000,000","39,000,000","36,000,000","32,000,000","34,000,000","32,000,000","-96,000,000","31,000,000","31,000,000","27,000,000","31,000,000","28,000,000","30,000,000","11,000,000","-245,000,000","92,000,000","54,000,000","106,000,000","327,000,000","37,000,000","36,000,000","31,000,000","-678,000,000","88,000,000","-1,000,000","142,000,000","-6,176,000,000","151,000,000","3,652,000,000","1,343,000,000","-533,000,000","-399,000,000","-598,000,000",,"-2,694,000,000","-194,000,000",,,,,,,,,,,,,"-182,000,000",,,,,,,,,,,,,,"-6,870,000,000","-61,000,000","29,000,000","-32,000,000","-6,183,000,000","15,000,000","348,000,000","390,000,000","-7,409,000,000","345,000,000","336,000,000","312,000,000","-10,588,000,000","253,000,000","648,000,000","105,000,000","-9,011,000,000","355,000,000","244,000,000","132,000,000","-7,760,000,000","-19,000,000","235,000,000","-195,000,000","-6,756,000,000","210,000,000","205,000,000","-280,000,000","133,000,000","260,000,000","165,000,000","132,000,000","169,600,000","214,700,000","180,100,000","104,300,000","157,500,000","167,400,000","107,200,000","87,100,000","1,612,100,000","-386,500,000","-327,600,000","-370,200,000",,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,"1,702,000,000",,,,,"0",,"1,000,000",,"1,000,000","1,000,000","53,000,000",,,,,,,,,,"-38,000,000","-38,000,000","-41,000,000","-39,000,000","-36,000,000","-32,000,000","-34,000,000","-32,000,000","96,000,000","-31,000,000","-31,000,000","-27,000,000","-31,000,000","-28,000,000","-30,000,000","-11,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"6,647,000,000","4,213,000,000","774,000,000","922,000,000","738,000,000","-1,011,000,000","459,000,000","673,000,000","558,000,000","-1,892,000,000","95,000,000","307,000,000","375,000,000","-392,000,000","531,000,000","588,000,000","663,000,000","930,000,000","650,000,000","648,000,000","592,000,000","377,000,000","361,000,000","202,000,000","308,000,000","366,000,000","234,000,000","224,000,000","202,000,000","223,000,000","231,000,000","228,000,000","203,000,000","236,000,000","254,000,000","229,000,000","208,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"17,780,000,000","11,218,000,000","1,885,000,000","735,000,000","3,942,000,000","-3,810,000,000","2,756,000,000","1,084,000,000","-1,146,000,000","-2,436,000,000","-19,000,000","205,000,000","1,610,000,000","-17,000,000","1,094,000,000","1,349,000,000","1,919,000,000","1,889,000,000","1,757,000,000","2,259,000,000","2,243,000,000","-1,117,000,000","1,387,000,000","2,875,000,000","3,651,000,000","3,120,000,000","2,859,000,000","2,868,000,000","1,405,000,000","-56,000,000","1,021,000,000","2,118,000,000","1,259,000,000","968,000,000","2,091,000,000","1,819,000,000","2,123,000,000","1,841,000,000","2,246,000,000","1,595,000,000","2,038,000,000","1,453,000,000","1,846,000,000","2,606,000,000","2,776,000,000","280,000,000","1,887,000,000","2,847,000,000","2,135,000,000","1,060,000,000","1,215,000,000","2,371,000,000","-1,620,000,000","-5,150,000,000","-540,000,000","-9,030,000,000","320,000,000","-4,472,000,000","-156,000,000","926,000,000","-44,000,000","-5,688,000,000","-6,357,000,000","-557,000,000","-1,971,000,000","98,000,000","-377,000,000","726,000,000","1,549,000,000","-318,000,000","752,000,000","1,502,000,000","2,889,000,000","-1,108,000,000","423,000,000","718,000,000","1,337,000,000","194,000,000","-142,000,000","947,000,000","-46,000,000","-7,201,000,000","-977,000,000","-1,016,000,000","1,630,000,000","1,702,000,000","1,337,000,000","2,241,000,000","2,954,000,000","2,823,000,000","1,683,000,000","3,536,000,000","2,984,000,000","17,677,000,000","1,483,000,000","3,573,000,000","2,663,000,000","3,140,000,000","1,720,000,000","3,712,000,000","2,367,000,000","1,970,000,000","1,160,000,000","2,597,000,000","1,066,000,000","1,028,000,000","514,000,000","2,625,000,000","2,538,000,000","2,327,000,000","1,861,000,000","2,872,000,000","1,729,000,000","999,000,000","495,000,000","1,345,000,000","1,040,000,000","-1,754,200,000","-273,200,000","1,139,100,000","681,200,000","-663,100,000","-503,800,000","-307,800,000","-1,178,700,000","-997,400,000","165,100,000","1,336,200,000","886,600,000",,,,,,,,,,,,,,,,,,
TaxProvision,"-130,000,000","-1,055,000,000","63,000,000","182,000,000","680,000,000","-1,019,000,000","366,000,000","-34,000,000","847,000,000","-764,000,000","-442,000,000","55,000,000","427,000,000","95,000,000","101,000,000","280,000,000","174,000,000","-524,000,000","186,000,000","209,000,000","649,000,000","-336,000,000","426,000,000","903,000,000","1,196,000,000","469,000,000","950,000,000","982,000,000","480,000,000","-105,000,000","188,000,000","803,000,000","270,000,000","-2,061,000,000","818,000,000","585,000,000","511,000,000","246,000,000","613,000,000","557,000,000","640,000,000","-12,161,000,000","194,000,000","206,000,000","220,000,000","92,000,000","199,000,000","251,000,000","50,000,000","109,000,000","139,000,000","25,000,000","-204,000,000","874,000,000","-462,000,000","-444,000,000","97,000,000","-1,761,000,000","162,000,000","123,000,000","182,000,000","-147,000,000","-1,157,000,000","-320,000,000","-843,000,000","-385,000,000","-140,000,000","-301,000,000","314,000,000","-380,000,000","210,000,000","268,000,000","829,000,000","-537,000,000","141,000,000","195,000,000","336,000,000","-22,000,000","68,000,000","282,000,000","-26,000,000","-2,153,000,000","-285,000,000","-284,000,000","571,000,000","506,000,000","449,000,000","728,000,000","1,022,000,000","898,000,000","569,000,000","1,198,000,000","1,005,000,000","530,000,000","482,000,000","1,192,000,000","972,000,000","1,066,000,000","595,000,000","1,182,000,000","898,000,000","585,000,000","474,000,000","694,000,000","413,000,000","181,000,000","157,000,000","1,053,000,000","988,000,000","606,000,000","737,000,000","1,161,000,000","825,000,000","280,000,000","32,000,000","570,000,000","468,000,000","-571,000,000","-114,300,000","636,700,000","343,300,000","-187,400,000","70,600,000","15,700,000","-294,300,000","-478,900,000","63,400,000","565,500,000","380,400,000",,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"17,937,000,000","12,282,000,000","1,832,000,000","561,000,000","3,262,000,000","-2,788,000,000","2,385,000,000","1,117,000,000","-1,993,000,000","-1,672,000,000","425,000,000","148,000,000","1,146,000,000","-116,000,000","991,000,000","1,066,000,000","1,736,000,000","2,409,000,000","1,564,000,000","2,042,000,000","1,587,000,000","-783,000,000","957,000,000","1,970,000,000","2,452,000,000","2,655,000,000","1,909,000,000","1,885,000,000","924,000,000","52,000,000","835,000,000","1,311,000,000","989,000,000","3,039,000,000","1,272,000,000","1,233,000,000","1,611,000,000","1,598,000,000","1,631,000,000","1,040,000,000","1,396,000,000","13,615,000,000","1,649,000,000","2,398,000,000","2,551,000,000","190,000,000","1,687,000,000","2,599,000,000","2,085,000,000","886,000,000","997,000,000","2,261,000,000","-1,427,000,000","-5,976,000,000","-129,000,000","-8,667,000,000","100,000,000","-2,811,000,000","-380,000,000","750,000,000","-282,000,000","-5,625,000,000","-5,248,000,000","-254,000,000","-1,187,000,000","150,000,000","-284,000,000","946,000,000","1,212,000,000","104,000,000","216,000,000","1,117,000,000","1,903,000,000","-793,000,000","-25,000,000","417,000,000","896,000,000","-134,000,000","-330,000,000","567,000,000","-804,000,000","-5,083,000,000","-692,000,000","-752,000,000","1,059,000,000","1,073,000,000","884,000,000","-580,000,000","2,079,000,000","1,817,000,000","1,110,000,000","2,334,000,000","1,975,000,000","1,039,000,000","997,000,000","2,377,000,000","17,551,000,000","1,783,000,000","1,112,000,000","2,516,000,000","1,455,000,000","1,190,000,000","670,000,000","1,887,000,000","634,000,000","556,000,000","302,000,000","1,503,000,000","1,478,000,000","1,498,000,000","1,052,000,000","1,639,000,000","832,000,000","647,000,000","391,000,000","703,000,000","500,000,000","-8,130,900,000","-207,200,000","454,100,000","289,600,000","-497,700,000","-574,400,000","-323,500,000","-884,400,000","-518,500,000","101,700,000","770,700,000","506,200,000",,,,,,,,,,,,,,,,,,
	NetIncome,"17,937,000,000","12,282,000,000","1,832,000,000","561,000,000","3,262,000,000","-2,788,000,000","2,385,000,000","1,117,000,000","-1,993,000,000","-1,672,000,000","425,000,000","148,000,000","1,146,000,000","-116,000,000","991,000,000","1,066,000,000","1,736,000,000","2,409,000,000","1,564,000,000","2,042,000,000","1,587,000,000","-783,000,000","957,000,000","1,970,000,000","2,452,000,000","2,655,000,000","1,909,000,000","1,885,000,000","924,000,000","52,000,000","835,000,000","1,311,000,000","989,000,000","3,039,000,000","1,272,000,000","1,233,000,000","1,611,000,000","1,598,000,000","1,631,000,000","1,040,000,000","1,396,000,000","13,615,000,000","1,649,000,000","2,398,000,000","2,551,000,000","190,000,000","1,687,000,000","2,599,000,000","2,085,000,000","886,000,000","997,000,000","2,261,000,000","-1,427,000,000","-5,976,000,000","-129,000,000","-8,667,000,000","100,000,000","-2,811,000,000","-380,000,000","750,000,000","-282,000,000","-5,625,000,000","-5,248,000,000","-254,000,000","-1,187,000,000","150,000,000","-284,000,000","946,000,000","1,212,000,000","104,000,000","266,000,000","1,165,000,000","1,952,000,000","-793,000,000","-25,000,000","417,000,000","896,000,000","-130,000,000","-326,000,000","570,000,000","-800,000,000","-5,068,000,000","-692,000,000","-752,000,000","1,059,000,000","1,077,000,000","888,000,000","-577,000,000","2,079,000,000","1,806,000,000","1,114,000,000","2,338,000,000","1,979,000,000","1,043,000,000","1,001,000,000","2,381,000,000","17,646,000,000","1,796,000,000","1,125,000,000","2,530,000,000","1,469,000,000","1,204,000,000","686,000,000","1,903,000,000","653,000,000","660,000,000","357,000,000","1,572,000,000","1,550,000,000","1,569,000,000","1,124,000,000","1,711,000,000","904,000,000","719,000,000","463,000,000","775,000,000","572,000,000","-8,066,400,000","-158,900,000","502,400,000","337,900,000","-475,700,000","-574,400,000","-323,500,000","-884,400,000","-518,500,000","101,700,000","770,700,000","506,200,000",,,,,,,,,,,,,,,,,,
		NetIncomeIncludingNoncontrollingInterests,"17,910,000,000","12,273,000,000","1,822,000,000","553,000,000","3,262,000,000","-2,791,000,000","2,390,000,000","1,118,000,000","-1,993,000,000","-1,672,000,000","423,000,000","150,000,000","1,183,000,000","-112,000,000","993,000,000","1,069,000,000","1,745,000,000","2,413,000,000","1,571,000,000","2,050,000,000","1,594,000,000","-781,000,000","961,000,000","1,972,000,000","2,455,000,000","2,651,000,000","1,909,000,000","1,886,000,000","925,000,000","49,000,000","833,000,000","1,315,000,000","989,000,000","3,029,000,000","1,273,000,000","1,234,000,000","1,612,000,000","1,595,000,000","1,633,000,000","1,038,000,000","1,398,000,000","13,614,000,000","1,652,000,000","2,400,000,000","2,556,000,000","188,000,000","1,688,000,000","2,596,000,000","2,085,000,000","951,000,000","1,076,000,000","2,351,000,000","-1,416,000,000","-6,024,000,000","-78,000,000","-8,578,000,000","222,000,000","-2,704,000,000","-318,000,000","835,000,000","-224,000,000","-5,541,000,000","-5,200,000,000","-235,000,000","-1,128,000,000","234,000,000","-230,000,000","1,030,000,000","1,270,000,000","167,000,000","328,000,000","1,237,000,000","2,037,000,000","-724,000,000","20,000,000","515,000,000","998,000,000","-46,000,000","-210,000,000","665,000,000","-728,000,000","-5,080,000,000","-683,000,000","-732,000,000","1,062,000,000","1,093,000,000","935,000,000","-550,000,000","2,108,000,000","1,837,000,000","1,147,000,000","2,374,000,000","1,998,000,000","1,068,000,000","1,031,000,000","2,409,000,000","17,712,000,000","1,861,000,000","1,209,000,000","2,600,000,000","1,528,000,000","1,256,000,000","753,000,000","1,944,000,000","674,000,000","699,000,000","405,000,000","1,631,000,000","1,591,000,000","1,613,000,000","1,159,000,000","1,747,000,000","941,000,000","737,000,000","494,000,000","824,000,000","598,000,000","-8,060,800,000","-132,400,000","531,900,000","356,700,000","-571,500,000","-576,900,000","-310,100,000","-862,000,000","-487,800,000","111,200,000","797,400,000","543,800,000","396,000,000","477,100,000","1,407,100,000","1,637,000,000","1,201,500,000","856,300,000","1,662,800,000","1,623,200,000","932,200,000","703,200,000","1,498,200,000","1,491,600,000","785,100,000","693,300,000","1,078,400,000","728,300,000","720,300,000","313,100,000"
			NetIncomeContinuousOperations,"17,910,000,000","12,273,000,000","1,822,000,000","553,000,000","3,262,000,000","-2,791,000,000","2,390,000,000","1,118,000,000","-1,993,000,000","-1,672,000,000","423,000,000","150,000,000","1,183,000,000","-112,000,000","993,000,000","1,069,000,000","1,745,000,000","2,413,000,000","1,571,000,000","2,050,000,000","1,594,000,000","-781,000,000","961,000,000","1,972,000,000","2,455,000,000","2,651,000,000","1,909,000,000","1,886,000,000","925,000,000","49,000,000","833,000,000","1,315,000,000","989,000,000","3,029,000,000","1,273,000,000","1,234,000,000","1,612,000,000","1,595,000,000","1,633,000,000","1,038,000,000","1,398,000,000","13,614,000,000","1,652,000,000","2,400,000,000","2,556,000,000","188,000,000","1,688,000,000","2,596,000,000","2,085,000,000","951,000,000","1,076,000,000","2,346,000,000","-1,416,000,000","-6,024,000,000","-78,000,000","-8,675,000,000","101,000,000","-2,711,000,000","-318,000,000","718,000,000","-284,000,000","-5,625,000,000","-5,248,000,000","-256,000,000","-1,187,000,000","399,000,000","-291,000,000","943,000,000","1,177,000,000","-1,000,000","480,000,000","1,162,000,000","1,975,000,000","-640,000,000","237,000,000","425,000,000","899,000,000","132,000,000","-326,000,000","570,000,000","-92,000,000","-5,068,000,000","-692,000,000","-752,000,000","1,059,000,000","1,196,000,000","888,000,000","1,513,000,000","1,932,000,000","1,925,000,000","1,114,000,000","2,338,000,000","1,979,000,000","17,147,000,000","1,001,000,000","2,381,000,000","1,691,000,000","2,074,000,000","1,125,000,000","2,530,000,000","1,469,000,000","1,385,000,000","686,000,000","1,903,000,000","653,000,000","847,000,000","357,000,000","1,572,000,000","1,550,000,000","1,721,000,000","1,124,000,000","1,711,000,000","904,000,000","719,000,000","463,000,000","775,000,000","572,000,000","-1,183,200,000","-158,900,000","502,400,000","337,900,000","-475,700,000","-574,400,000","-323,500,000","-884,400,000","-518,500,000","101,700,000","770,700,000","506,200,000","313,800,000","477,100,000","1,407,100,000","1,637,000,000","1,157,900,000","856,300,000","1,662,800,000","1,623,200,000","932,200,000","703,200,000","1,498,200,000","1,491,600,000","785,100,000","693,300,000","1,078,400,000","728,300,000","720,300,000","313,100,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0",,,"0","0","0","0","5,000,000","0","0","0","8,000,000","-1,000,000","7,000,000","0","32,000,000","2,000,000","0",,"2,000,000",,"2,000,000","7,000,000","3,000,000","35,000,000","105,000,000","-214,000,000","3,000,000","-23,000,000","-153,000,000","2,000,000","-8,000,000","-3,000,000",,,,,,,,,"0",,"-2,090,000,000","147,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","-264,000,000",,,"0",,,"-708,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,955,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
